Libellé,2023,2022,2021,2020,2019,2018,2017,2016
immobilisations_incorporelles__autres,0,511,1011,1511,2011,0,0,0
total_actif_immobilise,0,511,1011,1511,2011,2500,2500,0
stock_marchandises,0,16000,21566,25471,49012,9977,6073,0
creances__clients_et_comptes_rattaches,0,21139,35676,2042,25161,21916,22904,0
creances__autres,0,7458,7152,315,1372,712,1018,0
disponibilites,0,18825,33687,40598,7978,5205,11600,0
charges_constatees_davance,0,196,190,190,189,940,903,0
total_actif_circulant__charges_constatees_davance,0,63618,98271,68616,83712,38751,42498,0
total_general_actif,0,64129,99282,70127,85723,41251,44998,0
capital_social_ou_individuel,0,2000,2000,2000,2000,2000,2000,0
reserve_legale,0,200,200,35,35,35,35,0
report_a_nouveau,0,27552,14321,9965,9575,10456,-2376,0
resultat_de_lexercice,0,-84037,13231,4521,390,-881,12832,0
total_des_capitaux_propres__total_i,0,-54285,29752,16521,12000,11610,12491,0
fournisseurs_et_comptes_rattaches,0,52139,41272,5588,39838,4305,11393,0
autres_dettes_dont_comptes_courant_dassocies_de_lexercice_n,0,0,0,0,0,0,0,0
autres_dettes,0,66275,28259,48018,33884,25336,21115,0
total_des_dettes,0,118414,69531,53606,73722,29641,32507,0
total_general_passif,0,64129,99282,70127,85723,41251,44998,0
immobilisations_corporelles,0,0,0,0,0,2500,2500,0
