name;categorie;sous-categorie
VIR SAINT QUENTIN FD FOURNI;CA;Paiement client
VIR FLUX AG HOLDING -;CAPEX;Interco
FLUX AG HOLDING - AG;CAPEX;Interco
PRLV SEPA LOOMIS FRANCE;;
VIR SEPA LOCATION ENTREPOT RACH;;
VIR INST OEUVRES SOCIALES FACTURE;CA;Paiement client
VIR ADYEN N.V. TX47629769100XT TX47629769100XT;CA;Paiement client
VIR INST M CHARLES CHOUARD;CA;Paiement client
VIR INST MONSIEUR DEROSI FLORIAN;CA;Paiement client
VIR SCI DU POINTU -;Loyer;
PRLV SEPA ECOLAB PEST FRANCE;;
VIR INST FOYER CULTUREL LAIQUE;CA;Paiement client
VIR KRYPTEX;CAPEX;
VIR INST INTRUM -;;
VIR SYSTEMGIE -;;
VIR VICKY FRANCOIS;;
VIR SMEETZ SA SMEETZ;CA;
VIR PALAIS DES THES;;
VIR SGC ORCHIES PRESTATION;;
VIR MJC FOOTBALL DE ST;CA;Paiement client
VIR ADYEN N.V. TX48742065900XT TX48742065900XT;CA;Paiement client
VIR FLUX FBA GRENOBLE-FBA H;CAPEX;Interco
FLUX FBA H-FBA VAL D'EUROPE;CAPEX;Interco
PRLV SEPA SOREDIS PREL REL;;
PRLV SEPA PRIMEO ENERGIE FRANCE;;
VIR LE GROUPE LA POSTE;CA;Paiement client
VIR SGC IS SUR TILLE;CA;Paiement client
PRLV SEPA GC RE KADOW;;
VIR SARL CESMAE GAMES VT;CA;Paiement client
VIR LEO LAGRANGE CENTRE EST;CA;Paiement client
VIR INST MADAME DA COSTA;CA;Paiement client
PRLV SEPA OVH SAS TWLN33926223F;;
VIR SGC DIJON METROPOLE;CA;Paiement client
PRLV SEPA URSSAF RHONE ALPES;Salaires;n.a
PRLV SEPA DIRECTION GENERALE DE;;Impots & taxes
VIR FLUX FBA GRENOBLE -;CAPEX;Interco
VIR SGC SAINT MARTIN D;CA;Paiement client
VIR MAUFFREY ILE DE FRANCE;CA;Paiement client
VIR INST KACTUS KACTUS AGENCY;CA;Paiement client
VIR SCHLUTER SYSTEMS S A;CA;Paiement client
VIR MR OU MME CAHIER;CA;Paiement client
VIR FLUX FBA GREN-FBA GREN;CAPEX;Interco
VIR ADYEN N.V. TX48053718900XT TX48053718900XT;CA;Paiement client
VIR FLUX FBA G -;CAPEX;Interco
VIR ASS ST MARCELLIN SPORT;CA;Paiement client
PRLV SEPA OVH SAS TWLN33697494F;;
VIR S.A.S. BK DIJON VIREMENT;CA;Paiement client
VIR ASSOCIATION MAISON FACTURE;CA;Paiement client
PRLV SEPA LOCAM PRELEVEMENT;;
FLUX ECLIPSO H - ECLIPSO;CAPEX;Interco
VIR CSE EIFFAGE PICARDIE PLACE;CA;Paiement client
PRLV SEPA WEE TECHNOLOGY WEETECH;;
VIR FLUX FBA ANGERS -;CAPEX;Interco
VIR SGC NORT SUR ERDRE;CA;Paiement client
VIR MAINE ET LOIRE HABIT;CA;Paiement client
VIR C E ASARTIS DEVELOPPEMEN;CA;Paiement client
VIR BUSINESS PROFILERS VIRT ACPTE;CA;Paiement client
VIR INST M TRIQUET ARNAUD;CA;Paiement client
VIR ADYEN N.V. TX48742067100XT TX48742067100XT;CA;Paiement client
VIR INST SARL LA CHARMILLE;CA;Paiement client
PRLV SEPA SOREDIS PREL FACT;;
VIR FLUX SPH - GF;CAPEX;Interco
PRLV SEPA OVH SAS TWLN34360569F;;
VIR APEI DOMAINE DE MANTENAY;CA;Paiement client
VIR COLLEGE P. BROSSOLETTE;CA;Paiement client
VIR INST FLUX CIC -;;
VIR TRES METZ THIONVILLE ETS;CA;Paiement client
VIR APEX - FACTURE;;
PRLV SEPA OVH SAS TWLN34576538F;;
PRLV SEPA SUD LOIRE SANTE;;
PRLV SEPA OVH SAS TWLN34305902F;;
VIR DITEP PIERRE CHANAY;CA;Paiement client
VIR LES PAPILLONS BLANCS IME;CA;Paiement client
FLUX SPH GF-METZ KART INDOOR;CAPEX;Interco
VIR DRFIP ILE DE FRANCE;CA;Paiement client
VIR TORCY FD;CA;Paiement client
PRLV SEPA FRANCE DISTRIBUTION;;
FLUX SPH - GF;CAPEX;Interco
VIR FLUX GF MACON -;CAPEX;Interco
VIR RBT CB;;
PRLV SEPA URSSAF CHAMPAGNE ARDE;Salaires;n.a
VIR SGC CHALON SUR SAONE;CA;Paiement client
PRLV SEPA URSSAF DE LORRAINE;Salaires;n.a
VIR INST CHR;;
VIR ADYEN N.V. TX47819882100XT TX47819882100XT;CA;Paiement client
VIR ASSOC. MAISON FAMILIAL FAC;CA;Paiement client
VIR ADYEN N.V. TX48799379100XT TX48799379100XT;CA;Paiement client
VIR AMICALE SAPEURS POMPIERS REFERENCE;CA;Paiement client
VIR EIFFAGE CONST ILE DE;CA;Paiement client
VIR ADYEN N.V. TX47444461100XT TX47444461100XT;CA;Paiement client
PRLV SEPA OVH SAS TWLN33915575F;;
VIR DDFIP AUBE;CA;Paiement client
VIR INST WURTH FCT;;
PRLV SEPA OVH SAS TWLN34313413F;;
VIR ETABLISSEMENT FRANCAIS D;CA;Paiement client
VIR IME FACTURE N;CA;Paiement client
VIR CPAM SAONE ET LOIRE;CA;Paiement client
VIR OPAC SAONE ET LOIRE;CA;Paiement client
VIR ALLIANCE PC;;
VIR LOYER MKI;Loyer;MKI
VIR LA DETECTION ELECTRONIQU;CA;Paiement client
VIR C.M.C.A.S METZ EDF;CA;Paiement client
PRLV SEPA OVH SAS TWLN34550236F;;
VIR LOYER KALA;Loyer;Kala
VIR APRR PRO F;CA;Paiement client
VIR REMISE CHQ ENC PR;;
PRLV SEPA OVH SAS TWLN33693104F;;
VIR DDFIP DE LA LOIRE;CA;Paiement client
VIR ANIMATION JEUNESSE ET CU;CA;Paiement client
VIR INST M. HERIVEAU SEBASTIEN;CA;Paiement client
VIR INST MONSIEUR NICOLAS QUENTIN;CA;Paiement client
VIR SGC LAVAL FAC.;;
VIR SGC COLOMBES FACT;;
VIR FLUX CIC - SPENDES;;
VIR SGC TROYES N;;
VIR EFOR BELFORT REJET;;
VIR RBT NON ABOUTI;;
VIR FLUX SP SERVON -;CAPEX;Interco
VIR INST M SCANDOLA OLIVIER;CA;Paiement client
VIR ASPTT DE COMPIEGNE FACTURE;CA;Paiement client
VIR INST CSE AUCHAN COMPIEGNE;CA;Paiement client
VIR CPM FRANCE SPEED PARK;CA;Paiement client
PRLV SEPA GOOGLE IRELAND LIMITE;Fournisseurs;Achat courant
VIR ST GOBAIN GLASS FRANCE;CA;Paiement client
VIR INST ANAFACEM AQI DEVIS;CA;Paiement client
VIR OGEP DES LYCEES ET;CA;Paiement client
PRLV SEPA SACEM-SOC AUTEUR COMP;;
VIR FLUX SP ANGERS -;CAPEX;Interco
PRLV SEPA SERV MEDICAL INTERENT;;
VIR CSE VALEO VISION REFERENCE;CA;Paiement client
VIR SCANIA IT FRANCE S.A.S.;CA;Paiement client
PRLV SEPA IP BELS ABO.;;
VIR ENTREPRISE PIERRE BAUMAR ENTREPRISE;CA;Paiement client
VIR CEGELEC LOIRE OCEAN;CA;Paiement client
VIR FRANCE BOISSONS LOIRE SU;CA;Paiement client
VIR ANJOU MAINE PRIMEUR FACTURE;CA;Paiement client
VIR ACADEA M E J;CA;Paiement client
VIR INST CSE SAS ARANEA;CA;Paiement client
VIR INST BE MA BOULE;CA;Paiement client
VIR SAS WOOD LIFE SCIERIE;CA;Paiement client
VIR HABITAT JEUNES DAVID D;CA;Paiement client
VIR CSE DHL SERVICES LOGIS;CA;Paiement client
VIR INST M. BOUYER BENJAMIN;CA;Paiement client
VIR DE RACING CLUB FLECHOIS;CA;Paiement client
VIR INEO RESEAUX CENTRE ATLA;CA;Paiement client
VIR LOIRE FOOT ALLIANCE LASER;CA;Paiement client
FLUX SPD - SP ANGERS;CAPEX;Interco
VIR FLUX SP ANGERS-SP D;CAPEX;Interco
PRLV SEPA GIE KLESIA COTIS;Salaires;n.a
PRLV SEPA OBD GRAND PARIS;;
PRLV SEPA SAS DILIGENTIA SJA;;
PRLV SEPA ALPHABET FRANCE FLEET;Fournisseurs;Achat courant
VIR SGC SAINTE GENEVIEVE DES;CA;Paiement client
VIR FLUX FBA BRET -;CAPEX;Interco
VIR CESIS - FACTURE N°;;
VIR CSE RENAULT IDF ASC;CA;Paiement client
VIR DE US REFRIGERATION CONTROL;CA;Paiement client
VIR KO GROUP FRANCE SAS;CA;Paiement client
VIR SARL INFORMATIQUE ET PR;CA;Paiement client
VIR OPCO DE LA CONSTRUCTION;CA;Paiement client
VIR UGECAM ILES DE FRANCE;CA;Paiement client
VIR FLUX FBA H-FBA MARSEILLE;CAPEX;Interco
VIR FLUX FBA H-FBA TOULOUSE;CAPEX;Interco
FLUX OLC - FBA HOLDING;CAPEX;Interco
FLUX SPH - TORCY FD;CAPEX;Interco
VIR VERS VIEGAS MAU LOICK;;
VIR FLUX FBA BRETIGNY-FBA H;CAPEX;Interco
VIR FLUX ECLIPSO H -ECL;CAPEX;Interco
VIR FLUX SPH - SP;CAPEX;Interco
FLUX ECLIPSO L - ECLIPSO;CAPEX;Interco
VIR CEZAM PAYS DE LA;CA;Paiement client
VIR FOYER SOCIO EDUCATIF COL;CA;Paiement client
VIR DRB METHODES ET DRBMEA-FACTURE;CA;Paiement client
VIR GROUPE ROMET GROUPE ROMET;CA;Paiement client
VIR SARL INSTITUT BOIS ROBE;CA;Paiement client
FLUX FBA BRET - FAB;CAPEX;Interco
PRLV SEPA IOR SYSTEM;;
VIR FLUX OLC - SOCIAL;CAPEX;Interco
VIR OFFICE DU TOURISME ET;CA;Paiement client
VIR COMITE ETS PHARMATIS;CA;Paiement client
VIR FONTAINE DEVELOPPEMENT FLUX FONT;CA;Paiement client
PRLV SEPA V.M.D SAS (EXQUADO);;
VIR INST TD SYNNEX CDE;CAPEX;
VIR AS.ST VINCENT DE PAUL;CA;Paiement client
PRLV SEPA LA CAVE A;;
PRLV SEPA URSSAF D AQUITAINE;;
VIR MME DE LA RONCIERE;CA;Paiement client
VIR OGEC LES FRANCS BOURGEOI;CA;Paiement client
FLUX ECLIP LYON - ECLIPSO;CAPEX;Interco
PRLV SEPA GOCARDLESS D-00304MVXR31M ONE;;
VIR INST LES CRECHES DE;CA;Paiement client
VIR LE JARDIN DES ME;CA;Paiement client
VIR DE AS SAINT COLOMBAN;CA;Paiement client
VIR INST CSE HOTEL L'ELYSEE;CA;Paiement client
VIR INST BLAZY JEAN CHRISTOPHE;CA;Paiement client
VIR AGH ILE DE FRANCE;CA;Paiement client
VIR SCM CAB ORTHODONTIE DEVIS;CA;Paiement client
PRLV SEPA APPIE + CIE;;
VIR INST L AMICALE DES;CA;Paiement client
VIR SQUARE HABITAT SRA VIRT;CA;Paiement client
VIR ADYEN N.V. TX49917431800XT TX49917431800XT;CA;Paiement client
VIR ADYEN N.V. TX50289402800XT TX50289402800XT;CA;Paiement client
VIR FLUX FBA VDE -;CAPEX;Interco
VIR XPLOSE IN-EAR SAS REMB.;CA;Paiement client
VIR ADYEN N.V. TX50076399200XT TX50076399200XT;CA;Paiement client
VIR ML CARDEBAT ALEXANDRA FACTURE;CA;Paiement client
VIR UNION FRANCAISE DES CENT;CA;Paiement client
VIR MAISON FAMILIALE MFR LES;CA;Paiement client
PRLV SEPA AFDAS F4008988E -;;
VIR INST CE SPARK ARCHIVES;CA;Paiement client
VIR SAS ATOUT PASS FACTURE;CA;Paiement client
VIR CSE TOTAL DIRECT ENERGIE;CA;Paiement client
VIR SELARL DE CHIRURGIENS DE;CA;Paiement client
VIR I - TRACING DEVIS;CA;Paiement client
PRLV SEPA APELAC IGDGUUHZENNK SYSTEMPAY;;
VIR CSI L'ATELIER CSI L;CA;Paiement client
VIR INST CSE SUPER U;CA;Paiement client
VIR ASSOC. ENTENTE SPORTIV FAC:;CA;Paiement client
VIR INST COM.ENT. UES CEI;CA;Paiement client
VIR KUEHNE + NAGEL SAS;CA;Paiement client
VIR GROUPE ROMET GR ROMET;CA;Paiement client
VIR INST S.A.R.L. GAULTIER EVENT;CA;Paiement client
VIR ADYEN N.V. TX50076399800XT TX50076399800XT;CA;Paiement client
VIR INST FLUX FBA MTP;CAPEX;Interco
VIR INST PHOENIX EGALITE DES;CA;Paiement client
VIR LYCEE ENSEIGNEM PROFESS RESERVATION;CA;Paiement client
VIR INST M MARTIN PATRICK;CA;Paiement client
VIR INST CSE STBC DEVIS;CA;Paiement client
VIR INST M.OU MME MASSE;CA;Paiement client
VIR INST COMITE ETABLISSEMENT MORIA;CA;Paiement client
VIR DEPAN'CHAUFFAGE SERVICE DCS DEVIS;CA;Paiement client
VIR OLIVIER PROD FA;Honoraires;
VIR INST M.OU MME JEROME;CA;Paiement client
VIR GROUPAMA CAISSE DE REASS;CA;Paiement client
VIR L'ESSOR FONTENAY - FAM;CA;Paiement client
VIR INST M. GARCIA MICHAEL;CA;Paiement client
VIR FLUX OLC - SP;CAPEX;Interco
VIR INST GL EVENTS N°;;
VIR DEPOT DE CAPITAL SP;;
VIR EI DE GOUVELLO F;;
PRLV SEPA WEE TECHNOLOGY OLC-;;
VIR FLUX ECLIP LYON -;CAPEX;Interco
VIR IFAC ACOMPTE ECLIPSO DEVIS;CA;Paiement client
PRLV SEPA APELAC IAZ1N264ODOG SYSTEMPAY;;
PRLV SEPA SOCIT DES EAUX;;
VIR FLUX SPH GF-METZ KART;CAPEX;Interco
PRLV SEPA ATS CULLIGAN RHONE;;
VIR COS VIR COMPLT;;
FLUX ECLIPSO H - BDX;CAPEX;Interco
FLUX SPH - SP TOPCO;CAPEX;Interco
VIR RBT DECES D'UN PROCHE;;
VIR WURTH (NON VIRE SPENDESK);;
FLUX GF BEAUNE - SPH;CAPEX;Interco
VIR MARKET PAY VIR SEPA;CA;Paiement client
VIR FLUX FAB H -;CAPEX;Interco
PRLV SEPA FRANCE BOISSONS LOIRE;Fournisseurs;Achat courant
PRLV SEPA COTISATIONS ALLIANZ S;Salaires;n.a
PRLV SEPA RELAIS D OR;;
PRLV SEPA ALPAGEL - LANGUEDOC;;
PRLV SEPA METRO FRANCE S.A.S.-M;;
VIR SGC LA COURONNE D;CA;Paiement client
PRLV SEPA URSSAF DE LANGUEDOC;Salaires;n.a
PRLV SEPA ELIOR SERVICES PROPRE;;
VIR FLUX FBA MTP -;CAPEX;Interco
PRLV SEPA DDFIP ANNECY MUNICIPA;;
VIR FLUX FONTAINE DEV -;CAPEX;Interco
PRLV SEPA SOUBIRA PREL VENDING;;
PRLV SEPA GC RE AIRCALL;;
FLUX FBA GRENOBLE - FAB;CAPEX;Interco
VIR UGECAM HAUTS DE FRANCE;CA;Paiement client
VIR SGC ST GERMAIN EN;CA;Paiement client
FLUX FBA ANGERS - FAB;CAPEX;Interco
VIR FLUX FBA T -;CAPEX;Interco
VIR FLUX FBA TOUL -;CAPEX;Interco
VIR SGC CHAMBERY;CA;Paiement client
VIR RBT LE STRIKER CIC;;
VIR SGC COUTRAS RAUZAN;CA;Paiement client
VIR SGC IVRY SUR SEINE;CA;Paiement client
VIR INST ASSOC. CSE DS;CA;Paiement client
VIR CSE GEORGELIN VIREMENT SEPA;CA;Paiement client
FLUX FBA GRE - FAB;CAPEX;Interco
FLUX FBA V - FAB;CAPEX;Interco
VIR FLUX FBA H -;CAPEX;Interco
VIR FLUX TORCY FD -;CAPEX;Interco
VIR OFFICE MUN D'ANIMATION D;CA;Paiement client
VIR FLUX ECL H FR;CAPEX;Interco
VIR FLUX SP VDE -;CAPEX;Interco
PRLV SEPA MAJ;;
FLUX FBA VELIZY - FAB;CAPEX;Interco
VIR ASS ALC BILLETTERIE VIREMENT;CA;Paiement client
VIR FLUX CHAMBLY FD -;CAPEX;Interco
VIR CE FRANKE FRANCE SOCIAL;CA;Paiement client
VIR OIKO PATRIMMO COMMERCE -;Loyer;
FLUX ECLIPSO H - ECLIP;CA;Paiement client
VIR CE ESSILOR VAL DE;CA;Paiement client
VIR INST SARL PHITECH PHITECH;CA;Paiement client
VIR TRAVAUX ISOLATION VENTIL VIR;CA;Paiement client
VIR INST ASSOC. MAISON POUR;CA;Paiement client
VIR UIF FRANCE - ETABLISSEME;CA;Paiement client
VIR OSTIUM HABITAT FONTAINE DVLP;CA;Paiement client
VIR BTP CFA NOUVELLE AQUITAI;CA;Paiement client
VIR ADYEN N.V. TX48053718600XT TX48053718600XT;CA;Paiement client
VIR ADYEN N.V. TX48217124700XT TX48217124700XT;CA;Paiement client
VIR ASSOCIATION LE RELAIS TA;CA;Paiement client
VIR DOMAINE DE FANTAISIE CEN;CA;Paiement client
VIR ADYEN N.V. TX48399886600XT TX48399886600XT;CA;Paiement client
VIR ICC BORDEAUX BILLET HORIZON;CA;Paiement client
VIR SELARL EKIP FACTURE;CA;Paiement client
VIR ADYEN N.V. TX48587506900XT TX48587506900XT;CA;Paiement client
VIR ADYEN N.V. TX48776639400XT TX48776639400XT;CA;Paiement client
VIR ESCALIERS TOUR DU BOIS;CA;Paiement client
VIR DE AQUA TERRA CREATION;CA;Paiement client
VIR DE MOLKKY CLUB D;CA;Paiement client
VIR INST EI - MLLE;CA;Paiement client
VIR INST M. GUEDON NICOLAS;CA;Paiement client
VIR ASSOCIATION ESSCA;CA;Paiement client
VIR BDO ECONOMIE ET PERFORMA;CA;Paiement client
VIR INST MR PIRON VIANNEY;CA;Paiement client
VIR SAS EPHEMERA REFERENCE NON;CA;Paiement client
VIR INST LOISIRS JEUNES DU;CA;Paiement client
VIR ADYEN N.V. TX48053719300XT TX48053719300XT;CA;Paiement client
VIR INST ESPACE JEUNES AZALAIS;CA;Paiement client
VIR ASS LA COUR DES;CA;Paiement client
VIR SGC VAISON LA ROMAINE;CA;Paiement client
VIR CENTRE SOCIAL LE KIOSQUE;CA;Paiement client
VIR SARL DELTA TECHNIQUES DEVIS;CA;Paiement client
VIR ADYEN N.V. TX48742064900XT TX48742064900XT;CA;Paiement client
VIR FLUX FAB H CIC;;
PRLV SEPA GOCARDLESS D-002EJCB66GGZ ONE;;
FLUX FBA G - FABFORT;CAPEX;Interco
FLUX FBA MTP - FBA;CAPEX;Interco
VIR FLUX FBA H-FBA VAL;CAPEX;Interco
VIR REMB DOUBLE RGLT SP;;
VIR FLUX TORCY - TORCY;CAPEX;Interco
VIR FLUX TORCY CIC TORCY;CAPEX;Interco
VIR ASS CHRETIEN INSTITUT SO;CA;Paiement client
VIR ASS SPORT DANS LA;CA;Paiement client
VIR ADYEN N.V. TX48053717700XT TX48053717700XT;CA;Paiement client
VIR CONCENTRIX COMPIEGNE FRA;CA;Paiement client
VIR BIC RASOIRS FACT;CA;Paiement client
VIR CSE CHANEL PARFUMS BEAUT;CA;Paiement client
VIR COMPTAGE IMMOBILIER SERV;CA;Paiement client
VIR ADYEN N.V. TX49917432800XT TX49917432800XT;CA;Paiement client
VIR CSE TPSHR CLIENT;CA;Paiement client
VIR ADYEN N.V. TX50289401100XT TX50289401100XT;CA;Paiement client
VIR VAC'DOR REFERENCE NON TRANSMISE;CA;Paiement client
VIR ADYEN N.V. TX49917434400XT TX49917434400XT;CA;Paiement client
VIR FLUX ECLIP PARI -;CAPEX;Interco
VIR ADYEN N.V. TX50289401800XT TX50289401800XT;CA;Paiement client
VIR FLUX ECLIPSO H --;CAPEX;Interco
VIR PF INV;;
VIR DE LE CEVE;CA;Paiement client
VIR INST COM.ENT. DES AUTOCARS;CA;Paiement client
VIR EI JP FAUCHE;CA;Paiement client
VIR S.A.S. R3S DEVIS R3S;CA;Paiement client
VIR INST M. SENTIS QUENTIN;CA;Paiement client
VIR S.A.S. R3S COMPLEMENT DEVIS;CA;Paiement client
VIR INST SALAIRE;;
VIR SOCIETE GRAU VIR A;CA;Paiement client
VIR SSI SERVICE;CA;Paiement client
VIR WEFOLD TOURS REGL;CA;Paiement client
VIR IN EXTENSO REFERENCE NON;CA;Paiement client
VIR ASSOCIATION MAISON FR;CA;Paiement client
PRLV SEPA AFDAS F4009332W -;;
VIR LA BOITE A OUTILS;CA;Paiement client
VIR AMICALE DU PERSONNEL MUN;CA;Paiement client
VIR ALTIPLANO SOLDE FA;CAPEX;Altiplano
VIR ADYEN N.V. TX49917432200XT TX49917432200XT;CA;Paiement client
VIR SGC LA FERTE BERNARD;CA;Paiement client
VIR E B P INFORMATIQUE;CA;Paiement client
VIR INST CE MILLIPORE CDE;CA;Paiement client
VIR C E UES HSM;CA;Paiement client
VIR ANJOU SPORT NATURE;CA;Paiement client
VIR INST E.U.R.L. KELIAS;CA;Paiement client
VIR CENTRE FRANCE EVENEMENTS;CA;Paiement client
FLUX FBA VDE - FAB;CAPEX;Interco
VIR INEO TERTIAIRE IDF;CA;Paiement client
VIR DDFIP DE SEINE ET;CA;Paiement client
VIR SPLASH H DEPOT DE;;
VIR CLG GEORGES BRASSENS;CA;Paiement client
VIR INST REMB TICKET HKPS;;
PRLV SEPA PLEYCE FACT MARS;;
VIR COMMISSARIAT A L ENERGIE;CA;Paiement client
VIR SARL VANNES FD;CA;Paiement client
PRLV SEPA OVH SAS TWLN33945358F;;
VIR FLUX SPH - FONT;;
VIR RBT LE STRIKER BPI;CAPEX;Amortissement
VIR ID SARL EPD VI;Honoraires;
VIR SSG EURAZEO EU PD;;
VIR SIDECAR (NPS) ARRANGEMENT;;
VIR SEQUESTRE GF SALAISE;;GF Salaise
VIR FEES A M GF;;
VIR FEES NABARRO GF SALAISE;;
VIR FEES GLP GF SALAISE;;GF Salaise
VIR INST DEMAIN SANS MUCOVISCIDOSE;CA;Paiement client
VIR CE DESERTOT VIREMENT VERS;CA;Paiement client
FLUX LE STRIKER - SP;CA;Paiement client
PRLV SEPA GOCARDLESS D-002YZ35TW1XM;;
PRLV SEPA GOCARDLESS D-002ZHP1KAEBB;;
VIR GAZ SERVICE RAPIDE;CA;Paiement client
VIR SGC MAGNY EN VEXIN;CA;Paiement client
VIR API RESTAURATION FACTURE D;CA;Paiement client
VIR CONFLANS LOISIRS FLUX CONFLANS;CAPEX;Interco
VIR SAINT GOBAIN GLASS FRANC;CA;Paiement client
VIR CSE SAP UES CSE;CA;Paiement client
VIR INST ASSOC DEVELOP AIDE;CA;Paiement client
VIR COMITE D OEUVRES SOCIALE;CA;Paiement client
VIR INST CSE FRANCILITE SEINE;CA;Paiement client
VIR CSEEPF BNP PARIBAS;CA;Paiement client
VIR CSE DE GIVAUDAN FRANCE;CA;Paiement client
VIR COMITE ETABL SCES CENTRA;CA;Paiement client
VIR FLUX CONFLANS - SP;CAPEX;Interco
VIR INST CSE A2MAC1SOCIAL DEVIS;CA;Paiement client
VIR SGC CRETEIL FAC.;;
FLUX SPH - FONTAINE DEV;CAPEX;Interco
VIR DOMAFRAIS SOLDE COMPTE;;
VIR FLUX ECLIP BORDO-ECLIPSO H;CAPEX;Interco
VIR SGC PALAISEAU FAC.;;
VIR MARYOH F DU;;
FLUX OLC - OTIUM CITY;CAPEX;Interco
FLUX OLC - FAB H;CAPEX;Interco
VIR FLUX FBA H-FBA ROUEN;;
VIR FLUX FBA H-FBA EPAGNY;CAPEX;Interco
VIR VERS CANY CANIAN ROMAIN;;
VIR SGC PALAISEAU FACTURE;;
FLUX ECLIPSO H - PARIS;CAPEX;Interco
FLUX ECLI PARIS - HOLDING;CAPEX;Interco
FLUX SPD - SP BDX;CAPEX;Interco
FLUX OLC - SP TOPCO;CAPEX;Interco
VIR SGC BAUGE FAC;;
VIR EXPERIS FRANCE VIRT;;
VIR SGC SAUMUR FAC.;;
VIR CAF MAINE-ET-LOIRE FACT;;
VIR D CDE;;
PRLV SEPA ENSANTE MONTPELLIER;;
PRLV SEPA PASS'CE VIREMENT;;
FLUX FBA MONTP-FAB H;CAPEX;Interco
VIR SGC MEAUX FAC.;;
VIR SGC PITHIVIERS FAC.;;
VIR FLUX OLC-AG HOLDING FR;CAPEX;Interco
VIR CAPITAL SOCIAL GROUP;;
VIR REMBT RESA ECLIPSO;;
VIR INTERLUDE INTERLUDE SORTIE ECLIPSO;CA;Paiement client
FLUX SP VDE - SPD;CAPEX;Interco
FLUX GF- SPH GF;CAPEX;Interco
FLUX SPD -SPH;CAPEX;Interco
VIR FLUX SPH - SPENDESK;CAPEX;Interco
VIR PO EVENT FACTURE;;
VIR SGC GARGES FAC.;;
VIR FLUX CONFLANS - SPENDESK;CAPEX;Interco
VIR BI PLANS;CAPEX;
VIR SMEETZ FACTURE;;Smeetz
FLUX ECLIPSO H-ECLIPSO NICE;CA;Paiement client
VIR SOTO FA N°;;
VIR GOOGLE IRELAND LIMITED GG103VQUCN;;Google
VIR SGC ORLY ACTIVITE;;
VIR INST SERVON FD VIREMENT;CA;Paiement client
PRLV SEPA DSTNY FRANCE PARTENAI;;
VIR SGC VINCENNES FAC.;;
VIR M OU MME GAULTIER;CA;Paiement client
VIR CPAM DE L OISE;CA;Paiement client
VIR FM FRANCE;CA;Paiement client
VIR CSE ACTIVITES SOCIALES;CA;Paiement client
VIR ATC AVIATION SERVICES;CA;Paiement client
VIR IME FAISANDERIE;CA;Paiement client
PRLV SEPA ALLIANZ I A;Fournisseurs;Assurance & cotisations
VIR EDENRED FRANCE;CA;Paiement client
PRLV SEPA AUDIENS ENCAISSEMENTS;Salaires;Cotisations
PRLV SEPA METEOR-NETWORK;;
VIR CONFLUENCES FACTURE CONFLUENCES;;
VIR INST ATELIER DE PEINTURE;CA;Paiement client
VIR ADYEN N.V. TX48776638000XT TX48776638000XT;CA;Paiement client
VIR PAGE PERSONNEL N DEVIS;CA;Paiement client
VIR MNT SIEGE BRED C10378/ECLIPSO;CA;Paiement client
VIR CASI SNCF PARIS RIVE;CA;Paiement client
VIR KYOCERA UNIMERCO TOOLS;CA;Paiement client
VIR ADYEN N.V. TX47819881500XT TX47819881500XT;CA;Paiement client
VIR ADYEN N.V. TX48053718400XT TX48053718400XT;CA;Paiement client
PRLV SEPA SWILE;Salaires;n.a
VIR FLUX ECLIPSO H IMEX;CAPEX;Interco
FLUX ECLIPSO B - ECLIPSO;CAPEX;Interco
VIR FLUX ECLIPSO PARI-ECLIPSO H;CAPEX;Interco
VIR INST PARTICIPAT NONIUS EURO;;
VIR FLUX ECLIP H CIC;CAPEX;Interco
FLUX ECLIP BORDO-ECLIPSO H;CAPEX;Interco
VIR TOUTEQUIP;CAPEX;
VIR FLUX FBA TOULOUSE -;CAPEX;Interco
VIR ADYEN N.V. TX48053718000XT TX48053718000XT;CA;Paiement client
FLUX FBA H-FBA TOULOUSE;CAPEX;Interco
VIR PROBLEME JEU;;
PRLV SEPA URSSAF PAYS DE;Salaires;n.a
VIR SGC CHATEAU GONTIER SUR;CA;Paiement client
VIR FLUX FBA ANG -;CAPEX;Interco
VIR FLUX FAB BDX -;CAPEX;Interco
VIR BEJO PRODUCTION;CA;Paiement client
VIR QUALIPAC ALUMINIUM;CA;Paiement client
VIR HG RECHERCHE? TECHNOLOGI;CA;Paiement client
VIR INST KINOUGARDE EPIKTET;CA;Paiement client
VIR IFSO FORT BOYARD;;
VIR PASS'AGE CLIENT DEVIS;;
VIR SGC MAYENNE FAC.;;
VIR AUDIENS SANTE PREVOYANCE;CA;Paiement client
VIR SGC BAUGE;CA;Paiement client
VIR SGC SABLE SUR SARTHE;CA;Paiement client
VIR INST COM.ENT. CSE SCANIA;CA;Paiement client
VIR MLLE PAULINE GUEU;CA;Paiement client
VIR VITRAGES ISOLANTS VENDEE TICKET;CA;Paiement client
VIR AR PEP PDL MECS;CA;Paiement client
PRLV SEPA IP BELS IPFOCUS;;
VIR SETEC ISM FO F;CA;Paiement client
VIR FLUX OLC - ECLIPSO;CAPEX;Interco
VIR FLUX OLC - FAB;CAPEX;Interco
VIR FLUX OLC ALPHITONIA;CAPEX;Interco
VIR FLUX OLC - KO;CAPEX;Interco
PRLV SEPA EURO INFORM. EPITHETE;;
